ticker,fiscal_period_end,fiscal_year,company_name,sector,industry,exchange,currency,current_share_price,current_market_cap,current_enterprise_value,current_shares_outstanding,current_shares_short,current_short_ratio,current_short_percent_of_float,current_insider_ownership_percent,current_institutional_ownership_percent,current_book_value_per_share,current_forward_eps,total_revenue,cost_of_revenue,gross_profit,ebit,operating_income,ebitda,normalized_income,pretax_income,tax_provision,tax_rate_for_calcs,net_income,net_income_continuing_operations,selling_general_and_administration,interest_expense,basic_average_shares,diluted_average_shares,basic_eps,diluted_eps,total_assets,current_assets,cash_and_cash_equivalents,cash_and_short_term_investments,accounts_receivable,inventory,net_property_plant_equipment,current_liabilities,current_debt,current_debt_and_capital_lease_obligation,taxes_payable,total_liabilities,total_liabilities_net_minority_interest,total_non_current_liabilities,long_term_debt,long_term_debt_and_capital_lease_obligation,total_debt,preferred_stock,minority_interest,stockholders_equity,common_stock_equity,retained_earnings,working_capital,ordinary_shares_number,operating_cash_flow,capital_expenditure,free_cash_flow,depreciation_and_amortization,change_in_working_capital,issuance_of_capital_stock,repurchase_of_capital_stock,net_common_stock_issuance,stock_based_compensation,cash_dividends_paid,issuance_of_debt,repayment_of_debt,fiscal_price_date,fiscal_period_end_close,fiscal_period_end_adjusted_close
AAPL,2025-09-30,2025,Apple Inc.,Technology,Consumer Electronics,NMS,USD,331.34,4835635625984,4882974638080,14594180000,139749097,2.97,0.0095999995,0.01648,0.66339993,7.36,9.58285,416161000000.0,220960000000.0,195201000000.0,133050000000.0,133050000000.0,144748000000.0,112010000000.0,132729000000.0,20719000000.0,0.156,112010000000.0,112010000000.0,27601000000.0,,14948500000.0,15004697000.0,7.49,7.46,359241000000.0,147957000000.0,35934000000.0,54697000000.0,39777000000.0,5718000000.0,49834000000.0,165631000000.0,20329000000.0,20329000000.0,13016000000.0,,285508000000.0,119877000000.0,78328000000.0,78328000000.0,98657000000.0,,,73733000000.0,73733000000.0,-14264000000.0,-17674000000.0,14773260000.0,111482000000.0,-12715000000.0,98767000000.0,11698000000.0,-25000000000.0,,-90711000000.0,-90711000000.0,12863000000.0,-15421000000.0,4481000000.0,-10932000000.0,2025-09-30,254.6300048828125,253.69287109375
AAPL,2024-09-30,2024,Apple Inc.,Technology,Consumer Electronics,NMS,USD,331.34,4835635625984,4882974638080,14594180000,139749097,2.97,0.0095999995,0.01648,0.66339993,7.36,9.58285,391035000000.0,210352000000.0,180683000000.0,123216000000.0,123216000000.0,134661000000.0,93736000000.0,123485000000.0,29749000000.0,0.241,93736000000.0,93736000000.0,26097000000.0,,15343783000.0,15408095000.0,6.11,6.08,364980000000.0,152987000000.0,29943000000.0,65171000000.0,33410000000.0,7286000000.0,45680000000.0,176392000000.0,20879000000.0,20879000000.0,26601000000.0,,308030000000.0,131638000000.0,85750000000.0,85750000000.0,106629000000.0,,,56950000000.0,56950000000.0,-19154000000.0,-23405000000.0,15116786000.0,118254000000.0,-9447000000.0,108807000000.0,11445000000.0,3651000000.0,,-94949000000.0,-94949000000.0,11688000000.0,-15234000000.0,0.0,-9958000000.0,2024-09-30,233.0,231.0670928955078
AAPL,2023-09-30,2023,Apple Inc.,Technology,Consumer Electronics,NMS,USD,331.34,4835635625984,4882974638080,14594180000,139749097,2.97,0.0095999995,0.01648,0.66339993,7.36,9.58285,383285000000.0,214137000000.0,169148000000.0,114301000000.0,114301000000.0,125820000000.0,96995000000.0,113736000000.0,16741000000.0,0.147,96995000000.0,96995000000.0,24932000000.0,3933000000.0,15744231000.0,15812547000.0,6.16,6.13,352583000000.0,143566000000.0,29965000000.0,61555000000.0,29508000000.0,6331000000.0,43715000000.0,145308000000.0,15807000000.0,15807000000.0,8819000000.0,,290437000000.0,145129000000.0,95281000000.0,95281000000.0,111088000000.0,,,62146000000.0,62146000000.0,-214000000.0,-1742000000.0,15550061000.0,110543000000.0,-10959000000.0,99584000000.0,11519000000.0,-6577000000.0,,-77550000000.0,-77550000000.0,10833000000.0,-15025000000.0,5228000000.0,-11151000000.0,2023-09-29,171.2100067138672,168.92526245117188
AAPL,2022-09-30,2022,Apple Inc.,Technology,Consumer Electronics,NMS,USD,331.34,4835635625984,4882974638080,14594180000,139749097,2.97,0.0095999995,0.01648,0.66339993,7.36,9.58285,394328000000.0,223546000000.0,170782000000.0,119437000000.0,119437000000.0,130541000000.0,99803000000.0,119103000000.0,19300000000.0,0.162,99803000000.0,99803000000.0,25094000000.0,2931000000.0,16215963000.0,16325819000.0,6.15,6.11,352755000000.0,135405000000.0,23646000000.0,48304000000.0,28184000000.0,4946000000.0,42117000000.0,153982000000.0,21110000000.0,22773000000.0,6552000000.0,,302083000000.0,148101000000.0,98959000000.0,109707000000.0,132480000000.0,,,50672000000.0,50672000000.0,-3068000000.0,-18577000000.0,15943425000.0,122151000000.0,-10708000000.0,111443000000.0,11104000000.0,1200000000.0,,-89402000000.0,-89402000000.0,9038000000.0,-14841000000.0,5465000000.0,-9543000000.0,2022-09-30,138.1999969482422,135.5515899658203
AAPL,2021-09-30,2021,Apple Inc.,Technology,Consumer Electronics,NMS,USD,331.34,4835635625984,4882974638080,14594180000,139749097,2.97,0.0095999995,0.01648,0.66339993,7.36,9.58285,,,,,,,,,,,,,,2645000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105000000.0,,,,,,,2021-09-30,141.5,138.0150146484375
ABBV,2025-12-31,2025,AbbVie Inc.,Healthcare,Drug Manufacturers - General,NYQ,USD,263.005,464760700928,526941290496,1767117285,19514024,4.0,0.0123000005,0.0011,0.77362,-3.359,16.27952,61160000000.0,18204000000.0,42956000000.0,9490000000.0,20091000000.0,17629000000.0,7481758981.355161,6597000000.0,2364000000.0,0.358345,4226000000.0,4233000000.0,14010000000.0,2893000000.0,1767876035.0,1773000000.0,2.390439,2.36,133960000000.0,29062000000.0,5229000000.0,5257000000.0,12589000000.0,4951000000.0,5628000000.0,43289000000.0,8555000000.0,8555000000.0,,,137188000000.0,93899000000.0,58941000000.0,58941000000.0,67496000000.0,,42000000.0,-3270000000.0,-3270000000.0,-15493000000.0,-14227000000.0,1767876035.0,19030000000.0,-1214000000.0,17816000000.0,8139000000.0,-2362000000.0,,-980000000.0,-980000000.0,955000000.0,-11657000000.0,9291000000.0,-9595000000.0,2025-12-31,228.49000549316406,223.2125244140625
ABBV,2024-12-31,2024,AbbVie Inc.,Healthcare,Drug Manufacturers - General,NYQ,USD,263.005,464760700928,526941290496,1767117285,19514024,4.0,0.0123000005,0.0011,0.77362,-3.359,16.27952,56334000000.0,16904000000.0,39430000000.0,6524000000.0,11894000000.0,14910000000.0,6343998600.0,3716000000.0,-570000000.0,0.2563,4278000000.0,4286000000.0,14752000000.0,2808000000.0,1765256986.0,1773000000.0,2.423443,2.39,135161000000.0,25582000000.0,5524000000.0,5555000000.0,10919000000.0,4181000000.0,5134000000.0,38749000000.0,6804000000.0,6804000000.0,,,131797000000.0,93048000000.0,60340000000.0,60340000000.0,67144000000.0,,39000000.0,3325000000.0,3325000000.0,-7900000000.0,-13167000000.0,1765256986.0,18806000000.0,-974000000.0,17832000000.0,8386000000.0,-2782000000.0,,-1708000000.0,-1708000000.0,911000000.0,-11025000000.0,21971000000.0,-14621000000.0,2024-12-31,177.6999969482422,167.73080444335938
ABBV,2023-12-31,2023,AbbVie Inc.,Healthcare,Drug Manufacturers - General,NYQ,USD,263.005,464760700928,526941290496,1767117285,19514024,4.0,0.0123000005,0.0011,0.77362,-3.359,16.27952,54318000000.0,20415000000.0,33903000000.0,8474000000.0,13535000000.0,17172000000.0,5583720000.0,6250000000.0,1377000000.0,0.22,4863000000.0,4873000000.0,12872000000.0,2224000000.0,1765940733.0,1773000000.0,2.753773,2.72,134711000000.0,33002000000.0,12814000000.0,12816000000.0,11155000000.0,4099000000.0,4989000000.0,37841000000.0,7191000000.0,7191000000.0,,,124314000000.0,86473000000.0,52194000000.0,52194000000.0,59385000000.0,,37000000.0,10360000000.0,10360000000.0,-1000000000.0,-4839000000.0,1765940733.0,22839000000.0,-777000000.0,22062000000.0,8698000000.0,2813000000.0,,-1972000000.0,-1972000000.0,747000000.0,-10539000000.0,0.0,-4149000000.0,2023-12-29,154.97000122070312,141.11740112304688
ABBV,2022-12-31,2022,AbbVie Inc.,Healthcare,Drug Manufacturers - General,NYQ,USD,263.005,464760700928,526941290496,1767117285,19514024,4.0,0.0123000005,0.0011,0.77362,-3.359,16.27952,58054000000.0,17414000000.0,40640000000.0,15707000000.0,18814000000.0,24174000000.0,12578755000.0,13477000000.0,1632000000.0,0.121,11836000000.0,11845000000.0,15260000000.0,2230000000.0,1769181294.0,1778000000.0,6.6901,6.63,138805000000.0,28463000000.0,9201000000.0,9229000000.0,11254000000.0,3579000000.0,4935000000.0,29538000000.0,4136000000.0,4136000000.0,,,121518000000.0,91980000000.0,59135000000.0,59135000000.0,63271000000.0,,33000000.0,17254000000.0,17254000000.0,4784000000.0,-1075000000.0,1769181294.0,24943000000.0,-695000000.0,24248000000.0,8467000000.0,-94000000.0,,-1487000000.0,-1487000000.0,671000000.0,-10043000000.0,2000000000.0,-14433000000.0,2022-12-30,161.61000061035156,141.4495849609375
ABBV,2021-12-31,2021,AbbVie Inc.,Healthcare,Drug Manufacturers - General,NYQ,USD,263.005,464760700928,526941290496,1767117285,19514024,4.0,0.0123000005,0.0011,0.77362,-3.359,16.27952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-31,135.39999389648438,114.06517791748047
ABT,2025-12-31,2025,Abbott Laboratories,Healthcare,Medical Devices,NYQ,USD,102.03,176551018496,206154219520,1730383296,22129750,2.83,0.0143,0.00495,0.81821,29.537,6.06545,44328000000.0,19319000000.0,25009000000.0,8959000000.0,8053000000.0,12075000000.0,6485450000.0,8466000000.0,1942000000.0,0.229,6524000000.0,6524000000.0,12332000000.0,493000000.0,1736599451.0,1749000000.0,3.756767,3.72,86713000000.0,25996000000.0,8522000000.0,8939000000.0,7929000000.0,6488000000.0,11816000000.0,16496000000.0,3033000000.0,3033000000.0,569000000.0,,33942000000.0,17446000000.0,9896000000.0,10827000000.0,13860000000.0,0.0,641000000.0,52130000000.0,52130000000.0,49781000000.0,9500000000.0,1736599451.0,9566000000.0,-2171000000.0,7395000000.0,3116000000.0,-803000000.0,,-893000000.0,-893000000.0,664000000.0,-4116000000.0,5000000.0,-1504000000.0,2025-12-31,125.29000091552734,123.00404357910156
ABT,2024-12-31,2024,Abbott Laboratories,Healthcare,Medical Devices,NYQ,USD,102.03,176551018496,206154219520,1730383296,22129750,2.83,0.0143,0.00495,0.81821,29.537,6.06545,41950000000.0,18706000000.0,23244000000.0,7572000000.0,6825000000.0,10790000000.0,13380670000.0,7013000000.0,-6389000000.0,0.21,13402000000.0,13402000000.0,11697000000.0,559000000.0,1731697991.0,1748000000.0,7.739225,7.64,81414000000.0,23656000000.0,7616000000.0,7967000000.0,6925000000.0,6194000000.0,10658000000.0,14157000000.0,1500000000.0,1500000000.0,594000000.0,,33513000000.0,19356000000.0,12625000000.0,13521000000.0,15021000000.0,0.0,237000000.0,47664000000.0,47664000000.0,47261000000.0,9499000000.0,1731697991.0,8558000000.0,-2207000000.0,6351000000.0,3218000000.0,-9217000000.0,,-1295000000.0,-1295000000.0,673000000.0,-3836000000.0,223000000.0,-660000000.0,2024-12-31,113.11000061035156,108.98126220703125
ABT,2023-12-31,2023,Abbott Laboratories,Healthcare,Medical Devices,NYQ,USD,102.03,176551018496,206154219520,1730383296,22129750,2.83,0.0143,0.00495,0.81821,29.537,6.06545,40109000000.0,17975000000.0,22134000000.0,7301000000.0,6478000000.0,10544000000.0,5758219000.0,6664000000.0,941000000.0,0.141,5723000000.0,5723000000.0,10949000000.0,637000000.0,1734076358.0,1749000000.0,3.300316,3.26,73214000000.0,22670000000.0,6896000000.0,7279000000.0,6565000000.0,6570000000.0,10154000000.0,13841000000.0,1080000000.0,1080000000.0,492000000.0,,34387000000.0,20546000000.0,13599000000.0,14548000000.0,15628000000.0,0.0,224000000.0,38603000000.0,38603000000.0,37554000000.0,8829000000.0,1734076358.0,7261000000.0,-2202000000.0,5059000000.0,3243000000.0,-2475000000.0,,-1227000000.0,-1227000000.0,644000000.0,-3556000000.0,2000000.0,-2498000000.0,2023-12-29,110.06999969482422,103.97724914550781
ABT,2022-12-31,2022,Abbott Laboratories,Healthcare,Medical Devices,NYQ,USD,102.03,176551018496,206154219520,1730383296,22129750,2.83,0.0143,0.00495,0.81821,29.537,6.06545,43653000000.0,19142000000.0,24511000000.0,8864000000.0,8362000000.0,12131000000.0,6934669395.617626,8306000000.0,1373000000.0,0.165302,6933000000.0,6933000000.0,11248000000.0,558000000.0,1737795021.0,1764000000.0,3.989538,3.91,74438000000.0,25224000000.0,9882000000.0,10170000000.0,6218000000.0,6173000000.0,9162000000.0,15489000000.0,2251000000.0,2251000000.0,343000000.0,,37533000000.0,22044000000.0,14522000000.0,15465000000.0,17716000000.0,0.0,219000000.0,36686000000.0,36686000000.0,35257000000.0,9735000000.0,1737795021.0,9581000000.0,-1777000000.0,7804000000.0,3267000000.0,-1519000000.0,,-3795000000.0,-3795000000.0,685000000.0,-3309000000.0,7000000.0,-753000000.0,2022-12-30,109.79000091552734,101.67866516113281
ABT,2021-12-31,2021,Abbott Laboratories,Healthcare,Medical Devices,NYQ,USD,102.03,176551018496,206154219520,1730383296,22129750,2.83,0.0143,0.00495,0.81821,29.537,6.06545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-31,140.74000549316406,128.1909942626953
ADBE,2025-11-30,2025,Adobe Inc.,Technology,Software - Application,NMS,USD,257.76,102459604992,106035003392,397500000,17369986,3.99,0.048899997,0.00223,0.87156,29.782,27.66395,23769000000.0,2551000000.0,21218000000.0,8997000000.0,8706000000.0,9815000000.0,7107860000.0,8734000000.0,1604000000.0,0.18,7130000000.0,7130000000.0,8061000000.0,263000000.0,426000000.0,427000000.0,16.73,16.7,29496000000.0,10163000000.0,5431000000.0,6595000000.0,2344000000.0,,2185000000.0,10200000000.0,,77000000.0,153000000.0,,17873000000.0,7673000000.0,6210000000.0,6571000000.0,6648000000.0,0.0,,11623000000.0,11623000000.0,45354000000.0,-37000000.0,413000000.0,10031000000.0,-179000000.0,9852000000.0,818000000.0,605000000.0,348000000.0,-11281000000.0,-10933000000.0,1942000000.0,,1997000000.0,-1500000000.0,2025-11-28,320.1300048828125,320.1300048828125
ADBE,2024-11-30,2024,Adobe Inc.,Technology,Software - Application,NMS,USD,257.76,102459604992,106035003392,397500000,17369986,3.99,0.048899997,0.00223,0.87156,29.782,27.66395,21505000000.0,2358000000.0,19147000000.0,7100000000.0,7741000000.0,7957000000.0,6345600000.0,6931000000.0,1371000000.0,0.2,5560000000.0,5560000000.0,7293000000.0,169000000.0,447000000.0,450000000.0,12.43,12.36,30230000000.0,11232000000.0,7613000000.0,7886000000.0,2072000000.0,,2217000000.0,10521000000.0,1499000000.0,1574000000.0,119000000.0,,16125000000.0,5604000000.0,4129000000.0,4482000000.0,6056000000.0,0.0,,14105000000.0,14105000000.0,38470000000.0,711000000.0,441000000.0,8056000000.0,-183000000.0,7873000000.0,857000000.0,144000000.0,361000000.0,-9500000000.0,-9139000000.0,1833000000.0,,1997000000.0,0.0,2024-11-29,515.9299926757812,515.9299926757812
ADBE,2023-11-30,2023,Adobe Inc.,Technology,Software - Application,NMS,USD,257.76,102459604992,106035003392,397500000,17369986,3.99,0.048899997,0.00223,0.87156,29.782,27.66395,19409000000.0,2354000000.0,17055000000.0,6912000000.0,6650000000.0,7784000000.0,5434400000.0,6799000000.0,1371000000.0,0.2,5428000000.0,5428000000.0,6764000000.0,113000000.0,457000000.0,459000000.0,11.87,11.82,29779000000.0,11084000000.0,7141000000.0,7842000000.0,2224000000.0,,2388000000.0,8251000000.0,,73000000.0,85000000.0,,13261000000.0,5010000000.0,3634000000.0,4007000000.0,4080000000.0,0.0,,16518000000.0,16518000000.0,33346000000.0,2833000000.0,455000000.0,7302000000.0,-360000000.0,6942000000.0,872000000.0,-355000000.0,314000000.0,-4400000000.0,-4086000000.0,1718000000.0,,0.0,-500000000.0,2023-11-30,611.010009765625,611.010009765625
ADBE,2022-11-30,2022,Adobe Inc.,Technology,Software - Application,NMS,USD,257.76,102459604992,106035003392,397500000,17369986,3.99,0.048899997,0.00223,0.87156,29.782,27.66395,17606000000.0,2165000000.0,15441000000.0,6120000000.0,6098000000.0,6976000000.0,4787600000.0,6008000000.0,1252000000.0,0.21,4756000000.0,4756000000.0,6187000000.0,112000000.0,470000000.0,471000000.0,10.13,10.1,27165000000.0,8996000000.0,4236000000.0,6096000000.0,2065000000.0,,2315000000.0,8128000000.0,500000000.0,587000000.0,75000000.0,,13114000000.0,4986000000.0,3629000000.0,4046000000.0,4633000000.0,0.0,,14051000000.0,14051000000.0,28319000000.0,868000000.0,462000000.0,7838000000.0,-442000000.0,7396000000.0,856000000.0,336000000.0,278000000.0,-6550000000.0,-6272000000.0,1440000000.0,,0.0,0.0,2022-11-30,344.92999267578125,344.92999267578125
ADBE,2021-11-30,2021,Adobe Inc.,Technology,Software - Application,NMS,USD,257.76,102459604992,106035003392,397500000,17369986,3.99,0.048899997,0.00223,0.87156,29.782,27.66395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-30,669.8499755859375,669.8499755859375
AEP,2025-12-31,2025,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,NMS,USD,120.61,65659768832,120673689600,544397352,24341866,6.61,0.044699997,0.00034000003,0.94314003,58.929,6.85684,21876000000.0,8530000000.0,13346000000.0,5750000000.0,5385000000.0,9239000000.0,3643756000.0,3724000000.0,129000000.0,0.034,3580000000.0,3696000000.0,,2026000000.0,534535444.0,537467865.0,6.7,6.66,114460000000.0,6052000000.0,197000000.0,417000000.0,1166000000.0,1622000000.0,93035000000.0,13314000000.0,4702000000.0,4802000000.0,,,82242000000.0,68928000000.0,44128000000.0,44706000000.0,49508000000.0,,1080000000.0,31138000000.0,31138000000.0,15441000000.0,-7262000000.0,540861473.0,6944000000.0,-8583000000.0,-1639000000.0,3489000000.0,341000000.0,775000000.0,,775000000.0,,-2008000000.0,8581000000.0,-5036000000.0,2025-12-31,115.30999755859375,112.72234344482422
AEP,2024-12-31,2024,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,NMS,USD,120.61,65659768832,120673689600,544397352,24341866,6.61,0.044699997,0.00034000003,0.94314003,58.929,6.85684,19721000000.0,7261000000.0,12460000000.0,4706000000.0,4447000000.0,8099000000.0,3079970000.0,2843000000.0,-39000000.0,0.21,2967000000.0,2976000000.0,,1863000000.0,530092672.0,531337703.0,5.6,5.58,103078000000.0,5789000000.0,203000000.0,418000000.0,1100000000.0,1715000000.0,82996000000.0,13009000000.0,5859000000.0,5951000000.0,,,76092000000.0,63083000000.0,39308000000.0,39812000000.0,45763000000.0,,42000000.0,26944000000.0,26944000000.0,13869000000.0,-7220000000.0,532907715.0,6804000000.0,-7771000000.0,-967000000.0,3393000000.0,510000000.0,552000000.0,,552000000.0,,-1898000000.0,5841000000.0,-3780000000.0,2024-12-31,92.2300033569336,87.12403106689453
AEP,2023-12-31,2023,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,NMS,USD,120.61,65659768832,120673689600,544397352,24341866,6.61,0.044699997,0.00034000003,0.94314003,58.929,6.85684,18982000000.0,7854000000.0,11128000000.0,4016000000.0,3735000000.0,7203000000.0,2382704000.0,2209000000.0,55000000.0,0.024,2208000000.0,2213000000.0,,1807000000.0,518903682.0,520206258.0,4.26,4.24,96684000000.0,6082100000.0,330100000.0,544400000.0,1029900000.0,1879500000.0,77313600000.0,11583600000.0,5320700000.0,5436400000.0,,,71398100000.0,59814500000.0,37652700000.0,38172100000.0,43608500000.0,,39200000.0,25246700000.0,25246700000.0,12800400000.0,-5501500000.0,526184585.0,5012000000.0,-7506000000.0,-2494000000.0,3187000000.0,-705000000.0,1000000000.0,,1000000000.0,,-1752000000.0,6533000000.0,-4616000000.0,2023-12-29,81.22000122070312,73.72067260742188
AEP,2022-12-31,2022,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,NMS,USD,120.61,65659768832,120673689600,544397352,24341866,6.61,0.044699997,0.00034000003,0.94314003,58.929,6.85684,19639500000.0,8347300000.0,11292200000.0,3816500000.0,3778500000.0,7102200000.0,2602340059.494298,2420400000.0,5400000.0,0.002231,2307200000.0,2305600000.0,,1396100000.0,511841946.0,513484609.0,4.51,4.49,93403300000.0,6775500000.0,509400000.0,697000000.0,1145100000.0,1350200000.0,73984600000.0,13266300000.0,6598600000.0,6712200000.0,,,69280900000.0,56014600000.0,34314600000.0,34867100000.0,41579300000.0,,229000000.0,23893400000.0,23893400000.0,12345600000.0,-6490800000.0,513866081.0,5288000000.0,-6772400000.0,-1484400000.0,3285700000.0,-237700000.0,826500000.0,,826500000.0,,-1645200000.0,7134000000.0,-3641000000.0,2022-12-30,94.94999694824219,82.81013488769531
AEP,2021-12-31,2021,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,NMS,USD,120.61,65659768832,120673689600,544397352,24341866,6.61,0.044699997,0.00034000003,0.94314003,58.929,6.85684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-31,88.97000122070312,75.02252197265625
AMZN,2025-12-31,2025,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NMS,USD,248.42,2679535828992,2863408873472,10786313572,92067423,2.16,0.0094,0.08866,0.68711996,51.156,10.40032,716924000000.0,356414000000.0,360510000000.0,99585000000.0,79975000000.0,165341000000.0,65354930994.440506,97311000000.0,,0.196144,77670000000.0,77670000000.0,58301000000.0,2274000000.0,10656000000.0,10827000000.0,7.29,7.17,818042000000.0,229083000000.0,86810000000.0,123029000000.0,67729000000.0,38325000000.0,443079000000.0,218005000000.0,,,,,406977000000.0,188972000000.0,65648000000.0,152987000000.0,152987000000.0,0.0,,411065000000.0,411065000000.0,250536000000.0,11078000000.0,10731000000.0,139514000000.0,-131819000000.0,7695000000.0,65756000000.0,-19969000000.0,,,,19467000000.0,,24993000000.0,-15332000000.0,2025-12-31,230.82000732421875,230.82000732421875
AMZN,2024-12-31,2024,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NMS,USD,248.42,2679535828992,2863408873472,10786313572,92067423,2.16,0.0094,0.08866,0.68711996,51.156,10.40032,637959000000.0,326288000000.0,311671000000.0,71020000000.0,68593000000.0,123815000000.0,60836083539.802376,68614000000.0,,0.135031,59248000000.0,59248000000.0,55266000000.0,2406000000.0,10473000000.0,10721000000.0,5.66,5.53,624894000000.0,190867000000.0,78779000000.0,101202000000.0,55451000000.0,34214000000.0,328806000000.0,179431000000.0,,,,,338924000000.0,159493000000.0,52623000000.0,130900000000.0,130900000000.0,0.0,,285970000000.0,285970000000.0,172866000000.0,11436000000.0,10593000000.0,115877000000.0,-82999000000.0,32878000000.0,52795000000.0,-15541000000.0,,0.0,0.0,22011000000.0,,5142000000.0,-16954000000.0,2024-12-31,219.38999938964844,219.38999938964844
AMZN,2023-12-31,2023,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NMS,USD,248.42,2679535828992,2863408873472,10786313572,92067423,2.16,0.0094,0.08866,0.68711996,51.156,10.40032,574785000000.0,304739000000.0,270046000000.0,40739000000.0,36852000000.0,89402000000.0,29574057432.702293,37557000000.0,,0.189579,30425000000.0,30425000000.0,56186000000.0,3182000000.0,10304000000.0,10492000000.0,2.95,2.9,527854000000.0,172351000000.0,73387000000.0,86780000000.0,52253000000.0,33318000000.0,276690000000.0,164917000000.0,,,,,325979000000.0,161062000000.0,58314000000.0,135611000000.0,135611000000.0,0.0,,201875000000.0,201875000000.0,113618000000.0,7434000000.0,10383000000.0,84946000000.0,-52729000000.0,32217000000.0,48663000000.0,-11541000000.0,,0.0,0.0,24023000000.0,,18129000000.0,-34008000000.0,2023-12-29,151.94000244140625,151.94000244140625
AMZN,2022-12-31,2022,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NMS,USD,248.42,2679535828992,2863408873472,10786313572,92067423,2.16,0.0094,0.08866,0.68711996,51.156,10.40032,513983000000.0,288831000000.0,225152000000.0,-3569000000.0,12248000000.0,38352000000.0,10128140000.0,-5936000000.0,,0.21,-2722000000.0,-2722000000.0,54129000000.0,2367000000.0,10189000000.0,10189000000.0,-0.27,-0.27,462675000000.0,146791000000.0,53888000000.0,70026000000.0,42360000000.0,34405000000.0,252838000000.0,155393000000.0,,,,,316632000000.0,161239000000.0,67150000000.0,140118000000.0,140118000000.0,0.0,,146043000000.0,146043000000.0,83193000000.0,-8602000000.0,10242000000.0,46752000000.0,-63645000000.0,-16893000000.0,41921000000.0,-20886000000.0,,-6000000000.0,-6000000000.0,19621000000.0,,62719000000.0,-47001000000.0,2022-12-30,84.0,84.0
AMZN,2021-12-31,2021,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NMS,USD,248.42,2679535828992,2863408873472,10786313572,92067423,2.16,0.0094,0.08866,0.68711996,51.156,10.40032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2021-12-31,166.7169952392578,166.7169952392578
BAC,2025-12-31,2025,Bank of America Corporation,Financial Services,Banks - Diversified,NYQ,USD,59.49,415998607360,361697738752,6992748365,1987,0.0,0.0,0.070300005,0.71266,39.342,5.29157,113097000000.0,,,,,,30509000000.0,37695000000.0,7186000000.0,0.191,30509000000.0,30509000000.0,52246000000.0,78470000000.0,7521900000.0,7680900000.0,3.86,3.81,3411738000000.0,,239319000000.0,,98186000000.0,,12516000000.0,,48088000000.0,48088000000.0,,,3108495000000.0,,317816000000.0,317816000000.0,365904000000.0,25992000000.0,,303243000000.0,277251000000.0,261693000000.0,,7212464345.0,12613000000.0,,12613000000.0,2314000000.0,-33081000000.0,5493000000.0,-24102000000.0,-21433000000.0,4001000000.0,-9563000000.0,99867000000.0,-76031000000.0,2025-12-31,55.0,54.1319465637207
BAC,2024-12-31,2024,Bank of America Corporation,Financial Services,Banks - Diversified,NYQ,USD,59.49,415998607360,361697738752,6992748365,1987,0.0,0.0,0.070300005,0.71266,39.342,5.29157,105856000000.0,,,,,,26973000000.0,33223000000.0,6250000000.0,0.188,26973000000.0,26973000000.0,49623000000.0,90547000000.0,7855500000.0,7935800000.0,3.25,3.21,3261299000000.0,,296486000000.0,,82247000000.0,,12168000000.0,,43391000000.0,43391000000.0,,,2967336000000.0,,283279000000.0,283279000000.0,326670000000.0,23159000000.0,,293963000000.0,270804000000.0,240753000000.0,,7610862311.0,-8805000000.0,,-8805000000.0,2189000000.0,-53315000000.0,0.0,-18358000000.0,-13104000000.0,3433000000.0,-9503000000.0,56683000000.0,-70411000000.0,2024-12-31,43.95000076293945,42.27717590332031
